Date,USD,EUR,GBP,INR,AED,CNY
2002-07-02,314.45,319.6,205.33,15357.74,1154.97,2602.67
2002-07-03,310.85,316.84,203.93,15171.03,1141.75,2572.84
2002-07-04,310.6,317.36,203.55,15160.39,1140.83,2570.74
2002-07-05,311.3,319.91,204.52,15196.11,1143.44,2576.51
2002-07-08,311.7,316.06,203.22,15215.64,1144.91,2579.82
2002-07-09,313.8,316.11,202.96,15311.87,1152.62,2597.23
2002-07-10,314.8,318.72,203.66,15362.24,1156.23,2605.47
2002-07-11,314.15,317.1,202.0,15322.67,1153.9,2600.16
2002-07-12,316.7,320.13,204.44,15447.04,1163.27,2621.23
2002-07-15,319.0,316.75,202.98,15578.37,1171.72,2640.24
2002-07-16,318.25,316.23,202.76,15532.19,1168.87,2634.16
2002-07-17,316.15,312.9,201.25,15420.22,1161.19,2616.74
2002-07-18,317.65,315.47,202.67,15493.38,1166.76,2629.13
2002-07-19,322.9,318.28,204.56,15736.53,1185.95,2672.61
2002-07-22,322.9,320.02,204.52,15723.62,1185.98,2672.61
2002-07-23,319.7,322.08,204.31,15566.19,1174.29,2646.16
2002-07-24,311.25,312.44,197.61,15153.21,1143.19,2576.19
2002-07-25,309.45,309.23,196.18,15059.38,1136.64,2561.29
2002-07-26,304.95,308.31,194.86,14846.49,1120.02,2524.01
2002-07-29,303.0,309.5,194.38,14771.25,1112.86,2507.84
2002-07-30,305.4,309.8,194.31,14877.56,1121.76,2527.67
2002-07-31,304.65,311.06,194.76,14824.27,1118.95,2521.47
2002-08-01,302.25,307.35,194.11,14705.97,1110.19,2501.6
2002-08-02,305.05,308.91,194.09,14842.21,1120.48,2524.84
2002-08-05,309.5,314.6,197.73,15054.08,1136.73,2561.67
2002-08-06,305.75,317.43,199.13,14893.08,1123.05,2530.63
2002-08-07,312.2,320.53,203.04,15191.65,1146.65,2584.02
2002-08-08,312.15,323.07,204.11,15189.22,1146.5,2583.57
2002-08-09,312.95,322.4,205.42,15223.45,1149.43,2590.16
2002-08-12,316.7,323.89,206.75,15396.37,1163.21,2621.26
2002-08-13,313.8,320.01,204.8,15252.25,1152.62,2597.01
2002-08-14,315.65,320.46,204.54,15340.59,1159.35,2612.54
2002-08-15,312.65,317.83,203.35,15196.35,1148.3,2587.74
2002-08-16,314.2,319.11,204.25,15233.99,1153.99,2600.57
2002-08-19,310.1,316.98,202.93,15066.98,1138.97,2566.6
2002-08-20,308.0,314.86,201.58,14962.64,1131.22,2549.29
2002-08-21,306.55,313.16,200.37,14878.4,1125.93,2537.19
2002-08-22,305.4,315.24,201.08,14825.64,1121.7,2527.83
2002-08-23,305.95,314.67,201.16,14852.34,1123.69,2532.26
2002-08-26,305.95,314.67,201.16,14852.34,1123.69,2532.26
2002-08-27,310.5,315.81,202.57,15060.8,1140.5,2569.92
2002-08-28,311.1,317.42,202.7,15083.68,1142.61,2574.91
2002-08-29,312.1,317.4,201.68,15141.53,1146.28,2583.16
2002-08-30,312.8,319.02,202.12,15172.36,1148.95,2588.98
2002-09-02,312.0,316.78,201.34,15124.2,1145.94,2582.42
2002-09-03,313.5,315.04,200.68,15195.35,1151.49,2594.81
2002-09-04,313.0,315.72,199.96,15164.85,1149.68,2590.73
2002-09-05,317.55,320.24,202.76,15393.24,1166.33,2628.42
2002-09-06,319.25,324.61,204.92,15510.76,1172.64,2642.5
2002-09-09,322.5,328.78,207.05,15639.64,1184.57,2669.36
2002-09-10,319.1,327.85,205.45,15471.56,1172.05,2641.19
2002-09-11,315.5,323.99,203.48,15285.98,1158.8,2611.33
2002-09-12,318.85,325.26,204.46,15449.88,1171.1,2639.06
2002-09-13,318.8,327.95,205.49,15436.3,1170.95,2638.61
2002-09-16,315.35,324.77,204.32,15266.09,1158.31,2610.09
2002-09-17,315.9,325.8,205.45,15291.14,1160.3,2614.67
2002-09-18,318.7,325.57,205.33,15426.67,1170.59,2637.88
2002-09-19,322.25,327.76,207.43,15601.73,1183.62,2667.23
2002-09-20,322.3,328.91,207.57,15600.93,1183.84,2667.64
2002-09-23,322.5,330.26,207.84,15605.78,1184.54,2669.36
2002-09-24,326.3,332.31,209.39,15789.66,1198.5,2700.75
2002-09-25,325.15,332.19,208.14,15738.89,1194.24,2691.23
2002-09-26,319.6,327.59,205.03,15465.44,1173.92,2645.36
2002-09-27,320.05,327.32,205.44,15482.42,1175.58,2648.83
2002-09-30,323.7,327.66,206.2,15658.99,1188.95,2679.33
2002-10-01,321.75,326.45,204.95,15556.61,1181.76,2663.19
2002-10-02,322.2,327.34,205.85,15576.76,1183.47,2666.85
2002-10-03,322.1,326.18,205.08,15576.76,1183.11,2666.09
2002-10-04,320.3,327.27,204.55,15489.71,1176.46,2651.12
2002-10-07,321.75,327.61,205.64,15561.44,1181.79,2663.12
2002-10-08,319.0,326.24,205.34,15426.84,1171.69,2640.46
2002-10-09,319.35,323.2,204.19,15429.4,1172.97,2643.29
2002-10-10,318.95,323.15,203.65,15421.23,1171.5,2639.95
2002-10-11,316.85,321.41,203.03,15313.36,1163.79,2622.54
2002-10-14,317.75,322.2,204.1,15358.45,1167.1,2629.95
2002-10-15,316.2,322.62,203.87,15277.2,1161.43,2617.09
2002-10-16,314.05,319.77,202.27,15196.88,1153.51,2599.3
2002-10-17,310.75,320.06,200.32,15038.75,1141.42,2571.98
2002-10-18,312.75,321.83,202.17,15132.41,1148.73,2588.54
2002-10-21,312.6,321.04,202.62,15114.21,1148.21,2587.33
2002-10-22,312.55,319.06,201.92,15118.04,1148.03,2586.98
2002-10-23,312.1,319.41,201.46,15102.52,1146.37,2583.22
2002-10-24,311.75,319.81,201.39,15085.58,1145.03,2580.35
2002-10-25,313.0,320.53,201.6,15136.68,1149.68,2590.73
2002-10-28,314.45,319.76,201.49,15228.81,1154.97,2602.8
2002-10-29,317.15,322.05,203.61,15340.55,1164.92,2625.11
2002-10-30,316.55,321.93,203.28,15313.11,1162.69,2620.12
2002-10-31,316.9,320.26,202.54,15325.28,1164.01,2623.04
2002-11-01,319.85,320.72,204.32,15461.55,1174.81,2647.46
2002-11-04,317.55,318.92,203.99,15348.78,1166.36,2628.46
2002-11-05,318.5,318.5,203.68,15391.51,1169.88,2636.22
2002-11-06,317.3,318.38,203.68,15335.11,1165.47,2626.32
2002-11-07,319.25,316.47,202.18,15416.58,1172.61,2642.46
2002-11-08,321.7,317.54,202.35,15528.46,1181.57,2662.78
2002-11-11,320.7,317.12,201.96,15465.76,1177.9,2654.43
2002-11-12,321.75,318.69,202.64,15532.48,1181.79,2663.16
2002-11-13,324.0,321.75,204.24,15642.72,1190.05,2681.85
2002-11-14,318.6,317.24,201.77,15374.04,1170.25,2637.12
2002-11-15,319.1,316.35,201.9,15381.42,1172.05,2641.22
2002-11-18,318.75,316.31,201.8,15365.34,1170.8,2638.39
2002-11-19,319.7,318.11,201.96,15407.94,1174.29,2646.22
2002-11-20,318.85,317.83,202.43,15373.35,1171.17,2639.12
2002-11-21,317.65,317.97,201.53,15305.97,1166.76,2629.19
2002-11-22,317.7,318.53,201.24,15310.6,1166.94,2629.67
2002-11-25,317.45,319.72,203.09,15301.09,1166.03,2627.63
2002-11-26,317.5,320.29,204.79,15305.09,1166.21,2627.95
2002-11-27,317.85,320.8,205.71,15331.49,1167.46,2630.88
2002-11-28,317.6,319.52,204.6,15332.14,1166.58,2628.84
2002-11-29,319.05,320.91,205.06,15405.33,1171.87,2640.84
2002-12-02,316.45,318.14,203.3,15279.79,1162.35,2619.32
2002-12-03,319.7,320.69,203.59,15427.12,1174.29,2646.16
2002-12-04,322.1,321.65,205.12,15526.83,1183.11,2666.09
2002-12-05,322.45,322.51,205.2,15553.38,1184.36,2668.92
2002-12-06,325.75,323.23,207.01,15709.29,1196.51,2696.3
2002-12-09,325.1,322.36,205.9,15671.45,1194.09,2690.95
2002-12-10,323.1,320.15,205.74,15571.8,1186.75,2674.3
2002-12-11,324.25,321.55,205.69,15614.26,1190.97,2683.82
2002-12-12,326.4,320.53,206.52,15727.58,1198.9,2701.68
2002-12-13,332.2,326.17,209.46,16007.06,1220.2,2749.69
2002-12-16,333.0,325.96,209.07,16042.28,1223.11,2756.31
2002-12-17,339.0,330.18,212.42,16314.38,1245.15,2805.9
2002-12-18,338.0,330.05,211.36,16262.87,1241.51,2797.73
2002-12-19,345.0,337.05,215.58,16589.33,1267.15,2855.6
2002-12-20,341.6,332.75,213.27,16395.09,1254.66,2827.56
2002-12-23,343.95,335.66,216.47,16514.76,1263.36,2847.05
2002-12-24,343.95,335.66,216.47,16514.76,1263.36,2847.05
2002-12-25,343.95,335.66,216.47,16514.76,1263.36,2847.05
2002-12-26,343.95,335.66,216.47,16514.76,1263.36,2847.05
2002-12-27,349.3,335.54,217.86,16757.67,1282.94,2891.23
2002-12-30,347.2,331.39,216.35,16643.03,1275.3,2873.88
2002-12-31,347.2,331.39,216.35,16643.03,1275.3,2873.88
2003-01-01,347.2,331.39,216.35,16643.03,1275.3,2873.88
2003-01-02,343.8,332.14,215.7,16511.0,1262.81,2845.63
2003-01-03,344.5,330.87,214.33,16537.72,1265.38,2851.36
2003-01-06,351.75,336.12,218.9,16880.48,1292.01,2911.43
2003-01-07,349.0,335.42,217.72,16743.28,1281.91,2888.57
2003-01-08,349.75,332.71,216.89,16775.76,1284.67,2894.74
2003-01-09,352.4,336.04,219.45,16888.77,1294.4,2916.67
2003-01-10,353.0,334.34,219.54,16931.65,1296.57,2921.82
2003-01-13,352.55,333.79,219.84,16895.96,1294.95,2917.99
2003-01-14,353.1,334.25,219.75,16915.26,1296.97,2922.57
2003-01-15,351.0,332.1,219.06,16828.7,1289.26,2905.23
2003-01-16,352.3,332.11,218.4,16887.5,1294.0,2916.02
2003-01-17,357.0,335.02,220.78,17111.9,1311.3,2954.89
2003-01-20,355.85,333.04,221.01,17063.01,1307.07,2945.48
2003-01-21,353.8,330.1,218.94,16955.86,1299.54,2928.4
2003-01-22,358.5,334.36,221.79,17173.94,1316.77,2967.34
2003-01-23,364.7,338.78,224.83,17478.25,1339.51,3018.62
2003-01-24,366.0,337.79,224.07,17516.76,1344.32,3029.49
2003-01-27,368.5,339.66,225.3,17652.99,1353.5,3050.0
2003-01-28,368.4,340.23,224.59,17648.2,1353.13,3049.14
2003-01-29,369.9,341.24,224.6,17683.07,1358.68,3061.77
2003-01-30,367.6,341.03,222.99,17573.12,1350.19,3042.48
2003-01-31,367.5,342.43,223.43,17564.66,1349.86,3041.76
2003-02-03,369.5,343.08,225.24,17660.25,1357.21,3058.28
2003-02-04,376.55,345.87,228.38,17989.68,1383.07,3116.63
2003-02-05,382.1,354.88,232.87,18247.19,1403.49,3162.57
2003-02-06,375.8,346.62,229.51,17936.93,1380.28,3110.42
2003-02-07,373.25,345.44,229.33,17804.03,1370.91,3089.32
2003-02-10,370.5,344.91,227.61,17671.0,1360.88,3066.74
2003-02-11,364.0,338.89,224.82,17371.9,1336.97,3013.01
2003-02-12,356.3,332.21,220.59,17056.08,1308.73,2949.34
2003-02-13,352.8,325.31,217.6,16890.3,1295.87,2920.23
2003-02-14,354.25,328.8,219.85,16954.41,1301.2,2932.2
2003-02-17,347.0,323.03,216.94,16569.25,1274.57,2872.29
2003-02-18,344.1,321.89,216.16,16422.17,1263.88,2848.18
2003-02-19,346.0,322.01,216.67,16504.2,1270.86,2864.02
2003-02-20,351.55,324.67,220.57,16770.69,1291.28,2909.96
2003-02-21,352.3,326.39,222.17,16813.52,1294.03,2916.16
2003-02-24,355.2,328.92,223.83,16957.25,1304.65,2940.17
2003-02-25,357.6,331.3,226.92,17064.67,1313.46,2960.11
2003-02-26,351.9,325.89,222.72,16783.87,1292.49,2912.96
2003-02-27,351.25,326.65,222.41,16749.36,1290.14,2907.44
2003-02-28,347.45,322.1,220.58,16568.15,1276.18,2876.02
2003-03-03,345.5,317.7,218.99,16463.08,1268.99,2859.81
2003-03-04,353.4,324.37,223.23,16840.85,1298.0,2925.2
2003-03-05,353.95,322.56,220.9,16860.41,1299.88,2929.82
2003-03-06,354.7,322.66,221.23,16892.59,1302.78,2936.03
2003-03-07,350.75,319.15,218.92,16714.11,1288.37,2903.3
2003-03-10,354.45,320.6,221.5,16887.77,1301.89,2933.85
2003-03-11,348.7,315.99,217.16,16620.79,1280.78,2886.19
2003-03-12,346.1,313.95,214.57,16493.4,1271.23,2864.67
2003-03-13,334.5,307.61,208.31,15942.27,1228.62,2768.66
2003-03-14,335.2,312.22,211.82,15973.96,1231.19,2774.48
2003-03-17,340.75,320.86,217.26,16242.7,1251.54,2820.42
2003-03-18,338.8,318.66,216.47,16148.9,1244.38,2804.32
2003-03-19,335.8,317.18,214.75,16018.94,1233.39,2779.48
2003-03-20,335.8,316.14,214.38,16031.09,1233.36,2779.45
2003-03-21,333.5,317.02,213.33,15899.61,1224.95,2760.51
2003-03-24,329.45,309.52,209.04,15700.76,1210.07,2726.99
2003-03-25,331.9,311.61,211.29,15801.76,1219.07,2747.17
2003-03-26,329.95,309.06,209.6,15703.97,1211.87,2731.13
2003-03-27,332.75,311.48,212.73,15827.25,1222.19,2754.24
2003-03-28,330.75,306.65,210.27,15720.55,1214.84,2737.65
2003-03-31,334.85,307.15,212.05,15895.33,1229.9,2771.69
2003-04-01,334.35,306.55,212.1,15866.58,1228.07,2767.48
2003-04-02,329.3,305.9,210.31,15603.88,1209.52,2725.62
2003-04-03,323.7,301.48,205.88,15311.01,1188.95,2679.26
2003-04-04,323.8,302.25,207.58,15341.16,1189.32,2680.09
2003-04-07,319.9,301.0,206.25,15169.66,1174.99,2647.88
2003-04-08,323.4,303.01,208.62,15330.78,1187.85,2676.85
2003-04-09,321.35,298.4,205.57,15256.89,1180.32,2659.94
2003-04-10,324.6,300.5,206.42,15384.42,1192.26,2686.81
2003-04-11,324.8,301.89,206.56,15376.03,1192.99,2688.43
2003-04-14,325.95,302.56,207.2,15435.36,1197.21,2698.02
2003-04-15,325.45,301.37,207.39,15407.94,1195.38,2693.81
2003-04-16,324.1,297.8,205.82,15347.27,1190.42,2682.64
2003-04-17,327.0,300.58,208.03,15491.63,1201.1,2706.58
2003-04-18,327.0,300.58,208.03,15491.63,1201.1,2706.58
2003-04-21,327.0,300.58,208.03,15491.63,1201.1,2706.58
2003-04-22,334.9,305.54,212.38,15856.68,1230.09,2771.97
2003-04-23,333.3,304.75,210.68,15780.09,1224.21,2758.79
2003-04-24,333.7,302.37,209.05,15796.02,1225.68,2762.1
2003-04-25,333.25,301.94,209.75,15781.05,1224.03,2758.31
2003-04-28,332.6,302.56,209.16,15750.71,1221.64,2752.93
2003-04-29,331.4,300.29,208.23,15701.73,1217.23,2743.0
2003-04-30,336.75,301.64,210.39,15936.69,1236.88,2787.28
2003-05-01,341.2,303.45,211.77,16149.85,1253.23,2824.11
2003-05-02,340.5,303.37,212.37,16120.46,1250.66,2818.32
2003-05-05,340.5,303.37,212.37,16120.46,1250.66,2818.32
2003-05-06,342.85,302.34,212.69,16206.86,1259.29,2837.77
2003-05-07,341.85,301.43,214.27,16154.46,1255.62,2829.46
2003-05-08,346.45,301.6,216.33,16358.5,1272.51,2867.5
2003-05-09,347.9,302.89,216.81,16415.66,1277.84,2879.5
2003-05-12,351.1,303.77,218.14,16559.46,1289.59,2906.05
2003-05-13,350.4,304.38,217.84,16524.44,1287.02,2900.26
2003-05-14,353.55,306.98,218.46,16670.77,1298.59,2926.3
2003-05-15,354.25,310.83,218.34,16694.03,1301.16,2932.06
2003-05-16,355.0,307.73,218.65,16732.93,1303.92,2938.33
2003-05-19,359.0,307.31,219.38,16870.67,1318.61,2971.37
2003-05-20,366.3,313.02,223.03,17184.96,1345.42,3031.79
2003-05-21,367.8,314.28,224.2,17236.03,1350.93,3044.28
2003-05-22,369.6,316.22,225.92,17336.09,1357.58,3059.11
2003-05-23,370.5,313.88,226.31,17377.86,1360.88,3066.55
2003-05-26,370.5,313.88,226.31,17377.86,1360.88,3066.55
2003-05-27,371.4,312.89,226.34,17420.52,1364.15,3074.04
2003-05-28,359.5,305.49,219.76,16889.31,1320.44,2975.58
2003-05-29,363.1,305.46,219.5,17086.58,1333.67,3005.38
2003-05-30,361.4,307.13,220.61,17014.71,1327.42,2991.24
2003-06-02,364.75,310.48,222.88,17188.84,1339.73,3018.96
2003-06-03,365.0,311.14,224.57,17136.75,1340.65,3021.1
2003-06-04,364.2,311.2,223.03,17075.52,1337.71,3014.52
2003-06-05,366.75,308.89,220.71,17203.33,1347.07,3035.59
2003-06-06,363.0,309.96,218.32,17022.89,1333.3,3004.59
2003-06-09,362.75,309.09,220.58,17007.53,1332.38,3002.55
2003-06-10,354.25,302.96,214.45,16574.47,1301.16,2932.06
2003-06-11,354.25,301.36,212.52,16540.82,1301.16,2932.13
2003-06-12,352.25,299.41,211.23,16444.79,1293.81,2915.57
2003-06-13,353.05,298.26,211.83,16499.79,1296.75,2922.23
2003-06-16,358.3,302.62,213.18,16720.97,1316.04,2965.61
2003-06-17,362.75,306.92,215.47,16900.52,1332.38,3002.41
2003-06-18,359.75,307.79,214.32,16760.32,1321.36,2977.58
2003-06-19,357.65,304.82,213.05,16657.91,1313.65,2960.27
2003-06-20,358.0,308.73,215.56,16661.32,1314.93,2963.2
2003-06-23,355.0,307.15,212.71,16562.53,1303.92,2938.44
2003-06-24,348.25,303.22,209.79,16223.23,1279.12,2882.57
2003-06-25,348.1,300.16,207.54,16217.98,1278.57,2881.4
2003-06-26,343.85,300.33,206.67,16015.67,1262.96,2846.18
2003-06-27,345.5,302.7,209.86,16032.06,1269.02,2859.84
2003-06-30,346.0,301.31,209.34,16084.68,1270.86,2864.02
2003-07-01,350.2,302.37,210.58,16261.54,1286.28,2898.75
2003-07-02,351.5,305.17,211.39,16316.63,1291.06,2909.54
2003-07-03,349.4,304.22,209.07,16212.16,1283.35,2892.16
2003-07-04,351.3,305.61,210.8,16275.73,1290.32,2907.92
2003-07-07,348.15,307.42,211.14,16129.79,1278.79,2881.74
2003-07-08,347.2,307.45,212.61,16064.94,1275.3,2873.88
2003-07-09,344.15,303.78,210.88,15910.05,1264.1,2848.7
2003-07-10,343.4,301.57,210.33,15861.65,1261.34,2842.42
2003-07-11,343.7,303.97,210.45,15847.15,1262.41,2844.87
2003-07-14,347.5,307.9,214.12,15998.9,1276.37,2876.29
2003-07-15,348.25,311.27,218.37,16064.77,1279.12,2882.5
2003-07-16,343.2,305.91,215.66,15854.98,1260.57,2840.67
2003-07-17,342.5,305.48,214.91,15830.35,1258.0,2834.87
2003-07-18,344.35,305.11,216.75,15921.02,1264.8,2850.18
2003-07-21,350.0,308.72,218.68,16177.0,1285.55,2896.88
2003-07-22,352.0,310.57,220.08,16255.36,1292.93,2913.5
2003-07-23,354.75,309.04,220.55,16375.26,1303.03,2936.27
2003-07-24,357.3,312.0,221.64,16492.97,1312.36,2957.52
2003-07-25,363.0,315.35,224.31,16737.93,1333.3,3004.73
2003-07-28,365.6,317.75,224.9,16866.96,1342.85,3026.25
2003-07-29,363.5,316.53,223.76,16763.71,1335.17,3008.87
2003-07-30,357.75,314.42,221.02,16500.15,1314.05,2961.2
2003-07-31,354.75,315.73,220.73,16368.87,1302.96,2936.37
2003-08-01,352.35,313.14,219.41,16264.48,1294.22,2916.47
2003-08-04,347.5,305.71,215.74,16031.91,1276.4,2876.43
2003-08-05,348.4,307.29,217.41,16062.98,1279.67,2883.88
2003-08-06,352.0,309.48,218.66,16207.84,1292.93,2913.61
2003-08-07,351.6,308.85,217.91,16148.99,1291.43,2910.3
2003-08-08,353.95,313.12,220.1,16267.54,1300.06,2929.71
2003-08-11,359.15,315.79,223.14,16502.94,1319.16,2972.76
2003-08-12,360.1,318.56,224.87,16521.39,1322.61,2980.55
2003-08-13,358.65,317.11,223.26,16462.04,1317.25,2968.55
2003-08-14,363.6,323.63,227.36,16687.42,1335.5,3009.52
2003-08-15,364.5,323.88,228.53,16721.44,1338.81,3016.89
2003-08-18,360.25,323.33,226.86,16513.86,1323.13,2981.72
2003-08-19,360.4,323.87,226.85,16506.32,1323.75,2982.92
2003-08-20,363.7,327.27,228.25,16662.92,1335.83,3010.27
2003-08-21,363.3,332.05,230.14,16653.67,1334.33,3006.89
2003-08-22,358.75,329.61,227.69,16448.69,1317.62,2969.23
2003-08-25,358.75,329.61,227.69,16448.69,1317.62,2969.23
2003-08-26,360.5,330.82,229.15,16536.13,1324.08,2983.79
2003-08-27,371.25,340.5,235.82,17014.39,1363.53,3072.84
2003-08-28,369.8,339.61,234.35,16960.88,1358.24,3060.87
2003-08-29,375.6,342.45,238.39,17217.5,1379.54,3108.88
2003-09-01,376.25,343.2,239.7,17243.54,1381.93,3114.22
2003-09-02,373.7,344.14,237.5,17141.62,1372.53,3093.11
2003-09-03,370.0,341.01,235.28,16979.3,1358.94,3062.42
2003-09-04,370.75,339.79,234.61,17002.6,1361.73,3068.7
2003-09-05,375.8,338.71,236.53,17236.07,1380.28,3110.5
2003-09-08,374.65,336.76,235.82,17158.97,1376.01,3100.98
2003-09-09,382.25,340.56,240.2,17507.05,1404.0,3163.88
2003-09-10,380.0,339.77,238.87,17369.8,1395.7,3145.26
2003-09-11,376.3,336.19,236.31,17195.03,1382.07,3114.71
2003-09-12,378.25,334.14,235.55,17304.94,1389.31,3130.85
2003-09-15,373.5,330.41,233.04,17102.56,1371.87,3091.61
2003-09-16,374.6,335.45,235.86,17175.41,1375.87,3100.71
2003-09-17,374.25,332.9,233.32,17197.72,1374.58,3097.85
2003-09-18,378.3,335.94,234.11,17396.13,1389.46,3131.38
2003-09-19,379.75,333.93,232.09,17441.92,1394.82,3143.3
2003-09-22,385.5,335.42,233.11,17634.7,1415.94,3190.9
2003-09-23,384.6,334.78,231.85,17599.3,1412.6,3183.41
2003-09-24,385.0,335.57,232.42,17621.45,1414.03,3186.64
2003-09-25,390.7,339.98,235.29,17921.41,1435.0,3233.82
2003-09-26,382.7,333.33,230.75,17552.54,1405.62,3167.72
2003-09-29,381.95,329.84,229.45,17493.31,1402.86,3161.4
2003-09-30,388.0,332.56,233.44,17754.88,1425.09,3211.48
2003-10-01,383.5,327.92,230.04,17468.43,1408.56,3174.23
2003-10-02,382.2,326.86,228.82,17390.1,1403.82,3163.47
2003-10-03,384.25,332.05,231.36,17437.27,1411.35,3180.44
2003-10-06,371.3,317.08,222.22,16871.87,1363.71,3073.25
2003-10-07,376.1,319.32,226.25,17029.81,1381.38,3112.98
2003-10-08,375.25,318.17,225.85,17032.6,1378.26,3105.98
2003-10-09,370.6,316.75,222.7,16765.94,1361.18,3067.49
2003-10-10,372.3,315.35,223.58,16891.25,1367.46,3081.53
2003-10-13,370.25,316.86,222.44,16813.05,1359.89,3064.49
2003-10-14,373.95,318.47,223.36,17072.69,1373.44,3095.07
2003-10-15,373.5,320.77,223.91,17065.22,1371.79,3091.35
2003-10-16,373.4,321.26,222.71,16918.75,1371.46,3090.48
2003-10-17,370.5,318.74,221.47,16787.36,1360.88,3066.48
2003-10-20,373.8,320.78,223.48,16940.62,1372.93,3093.79
2003-10-21,378.2,323.88,225.94,17132.46,1389.09,3130.17
2003-10-22,384.75,326.11,227.47,17431.1,1413.15,3184.42
2003-10-23,384.5,326.43,227.08,17406.32,1412.23,3182.35
2003-10-24,388.25,327.78,228.54,17591.61,1425.96,3213.47
2003-10-27,386.0,328.09,227.61,17522.47,1417.7,3194.81
2003-10-28,384.4,329.31,226.86,17413.32,1411.86,3181.53
2003-10-29,385.4,330.02,226.72,17468.26,1415.54,3189.8
2003-10-30,386.5,332.22,227.86,17491.06,1419.54,3198.94
2003-10-31,386.25,333.12,227.82,17485.54,1418.66,3196.84
2003-11-03,383.25,334.54,228.15,17351.64,1407.64,3172.01
2003-11-04,377.9,328.52,224.55,17103.75,1387.95,3127.76
2003-11-05,378.75,330.58,225.96,17157.38,1391.07,3134.8
2003-11-06,380.25,333.09,228.17,17227.23,1396.58,3147.29
2003-11-07,378.95,328.86,226.69,17166.43,1391.81,3136.57
2003-11-10,383.5,333.51,229.3,17338.04,1408.56,3174.23
2003-11-11,387.8,336.98,232.95,17563.46,1424.35,3209.78
2003-11-12,389.7,334.45,232.64,17665.1,1431.37,3225.55
2003-11-13,395.4,337.98,234.51,17933.37,1452.23,3272.73
2003-11-14,396.7,337.5,235.35,18018.11,1457.08,3283.49
2003-11-17,393.7,335.35,233.15,17913.35,1445.98,3258.62
2003-11-18,393.9,330.92,231.75,17973.66,1446.72,3260.19
2003-11-19,395.15,332.03,232.67,18028.72,1451.35,3270.54
2003-11-20,394.3,331.48,231.66,18033.31,1448.19,3263.58
2003-11-21,395.5,331.91,231.99,18094.13,1452.59,3273.55
2003-11-24,391.9,333.05,231.11,17972.53,1439.41,3243.8
2003-11-25,391.75,332.13,230.77,17991.12,1438.82,3242.51
2003-11-26,396.0,332.13,231.58,18168.48,1454.51,3277.77
2003-11-27,395.45,332.37,230.69,18149.18,1452.41,3273.22
2003-11-28,398.35,332.24,231.38,18232.48,1463.06,3297.14
2003-12-01,400.25,334.57,232.61,18289.42,1470.12,3312.95
2003-12-02,401.35,332.05,231.9,18317.61,1474.12,3322.05
2003-12-03,401.8,332.48,232.74,18332.13,1475.73,3325.74
2003-12-04,402.25,332.03,233.53,18340.59,1477.38,3329.42
2003-12-05,402.4,331.14,232.94,18347.43,1477.93,3330.62
2003-12-08,406.15,332.17,234.28,18504.19,1491.71,3361.74
2003-12-09,407.75,333.84,233.96,18560.78,1497.62,3374.99
2003-12-10,410.0,335.52,235.01,18661.15,1505.89,3393.57
2003-12-11,404.1,332.32,231.67,18400.69,1484.26,3344.78
2003-12-12,407.1,331.14,232.81,18533.23,1495.24,3369.61
2003-12-15,407.5,330.92,233.43,18555.51,1496.71,3372.96
2003-12-16,408.0,330.95,232.57,18543.6,1498.5,3377.06
2003-12-17,408.25,329.0,231.28,18577.42,1499.42,3379.04
2003-12-18,407.5,328.13,230.03,18549.4,1496.67,3372.84
2003-12-19,409.75,330.66,231.88,18647.72,1504.97,3391.5
2003-12-22,410.45,330.77,232.81,18689.84,1507.54,3397.25
2003-12-23,409.25,330.2,232.01,18635.2,1503.18,3387.32
2003-12-24,409.25,330.2,232.01,18635.2,1503.18,3387.32
2003-12-25,409.25,330.2,232.01,18635.2,1503.18,3387.32
2003-12-26,409.25,330.2,232.01,18635.2,1503.18,3387.32
2003-12-29,412.0,329.68,232.32,18783.08,1513.23,3410.08
2003-12-30,416.25,332.02,233.94,18953.94,1528.89,3445.18
2003-12-31,416.25,332.02,233.94,18953.94,1528.89,3445.18
2004-01-01,416.25,332.02,233.94,18953.94,1528.89,3445.18
2004-01-02,415.25,329.49,231.58,18947.86,1525.21,3436.98
2004-01-05,420.6,331.63,232.54,19158.33,1544.95,3481.31
2004-01-06,424.4,332.34,232.74,19354.76,1558.86,3512.8
2004-01-07,421.75,332.93,232.0,19206.5,1549.13,3490.91
2004-01-08,421.0,329.65,229.55,19149.19,1546.38,3484.7
2004-01-09,423.35,329.53,229.26,19213.74,1555.01,3504.07
2004-01-12,425.25,332.46,229.65,19312.73,1561.94,3519.79
2004-01-13,425.5,334.17,230.96,19315.57,1562.9,3521.78
2004-01-14,419.5,329.85,227.93,19055.79,1540.87,3472.12
2004-01-15,412.5,327.48,226.62,18737.81,1515.11,3414.14
2004-01-16,408.4,329.99,227.5,18541.36,1500.09,3380.2
2004-01-19,406.6,328.7,228.03,18467.77,1493.48,3365.27
2004-01-20,409.25,325.19,224.76,18582.0,1503.18,3387.44
2004-01-21,407.6,322.39,222.56,18498.93,1497.11,3373.83
2004-01-22,409.25,322.09,222.12,18569.72,1503.18,3387.49
2004-01-23,409.0,324.27,224.52,18548.15,1502.3,3385.42
2004-01-26,408.2,325.67,224.71,18491.46,1499.32,3378.79
2004-01-27,405.7,321.37,222.17,18396.47,1490.14,3358.1
